id,name,now_cost,position,team,selected_by_percent,goals_scored,yellow_cards,saves_per_90,direct_freekicks_order,transfers_in,penalties_missed,chance_of_playing_next_round,cost_change_start_fall,cost_change_event_fall,points_per_game_rank_type,penalties_saved,influence,threat,expected_goal_involvements,starts_per_90,selected_rank,ep_next,dreamteam_count,creativity,can_select,cost_change_start,value_form,now_cost_rank,form_rank_type,expected_assists,cost_change_event,in_dreamteam,expected_goals_per_90,creativity_rank,red_cards,points_per_game_rank,chance_of_playing_this_round,starts,clean_sheets,selected_rank_type,expected_goals_conceded,expected_assists_per_90,bonus,threat_rank_type,threat_rank,form,transfers_out,ict_index,creativity_rank_type,clean_sheets_per_90,total_points,expected_goal_involvements_per_90,transfers_out_event,ict_index_rank,now_cost_rank_type,expected_goals,ict_index_rank_type,form_rank,influence_rank,ep_this,own_goals,region,value_season,saves,team_join_date,transfers_in_event,status,minutes,bps,event_points,points_per_game,penalties_order,news_added,goals_conceded_per_90,influence_rank_type,expected_goals_conceded_per_90,news,corners_and_indirect_freekicks_order,goals_conceded,web_name,assists
422,Ola Aina,5.2,DEF,Nott'm Forest,24.8,2,2,0.0,,3434387,0,100.0,-7,0,1,0,357.4,59.0,1.73,1.04,12,6.4,4,142.2,True,7,1.4,159,2,1.17,0,True,0.03,158,0,18,100.0,20,9,5,20.6,0.06,15,72,246,7.4,923487,55.8,32,0.47,95,0.09,51881,145,18,0.56,36,7,74,7.4,0,157.0,18.3,0,2023-07-22,144379,a,1733,350,6,4.8,,2024-11-21T08:30:09.347848Z,0.93,27,1.07,,,18,Aina,0
423,Elliot Anderson,5.0,MID,Nott'm Forest,0.3,0,5,0.0,,48361,0,100.0,0,0,62,0,323.4,183.0,3.42,1.13,320,2.4,0,407.3,True,0,0.7,203,32,2.37,0,False,0.08,34,0,150,100.0,15,8,102,14.27,0.18,4,74,112,3.4,41955,91.4,27,0.6,54,0.26,2092,62,127,1.05,39,71,99,3.4,0,241.0,10.8,0,2024-07-01,2018,a,1197,283,2,2.8,,2024-11-13T15:30:08.535910Z,0.9,33,1.07,,3.0,12,Anderson,5
424,Taiwo Awoniyi,5.5,FWD,Nott'm Forest,0.3,1,0,0.0,,38814,0,,5,0,39,0,47.6,90.0,1.77,0.83,304,0.6,0,23.6,True,-5,0.3,106,26,0.09,0,False,0.69,345,0,370,,2,0,49,2.92,0.04,0,36,195,1.6,103964,15.4,42,0.0,20,0.73,1319,345,31,1.68,37,211,375,1.6,0,157.0,3.6,0,2022-06-25,1713,a,218,58,5,1.3,,,1.24,38,1.21,,,3,Awoniyi,0
425,Willy Boly,4.2,DEF,Nott'm Forest,0.1,0,1,0.0,,9672,0,100.0,3,0,143,0,41.2,17.0,0.07,0.8,423,-0.8,0,0.2,True,-3,0.0,574,127,0.0,0,False,0.06,459,0,412,100.0,1,0,152,1.7,0.0,0,116,339,0.2,25066,5.8,168,0.0,4,0.06,362,409,139,0.07,138,368,380,0.2,0,54.0,1.0,0,2022-09-01,302,a,113,20,0,1.0,,2024-09-11T12:30:07.170970Z,0.8,134,1.35,,,1,Boly,0
426,Josh Bowler,4.5,MID,Nott'm Forest,0.0,0,0,0.0,,1220,0,0.0,0,0,250,0,0.0,0.0,0.0,0.0,615,0.0,0,0.0,False,0,0.0,379,210,0.0,0,False,0.0,604,0,616,0.0,0,0,261,0.0,0.0,0,242,586,0.0,6349,0.0,248,0.0,0,0.0,31,609,233,0.0,246,555,610,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T08:19:22.292913Z,0.0,247,0.0,Loaned to  Preston North End,,0,Bowler,0
427,Carlos Miguel dos Santos Pereira,4.2,GKP,Nott'm Forest,0.2,0,0,0.0,,11406,0,,3,0,67,0,0.0,0.0,0.0,0.0,381,-1.0,0,0.0,True,-3,0.0,589,64,0.0,0,False,0.0,559,0,579,,0,0,55,0.0,0.0,0,41,529,0.0,32240,0.0,53,0.0,0,0.0,482,572,37,0.0,67,500,573,0.0,0,30.0,0.0,0,2024-07-09,482,a,0,0,0,0.0,,,0.0,67,0.0,,,0,C.Miguel,0
428,Eric da Silva Moreira,4.4,MID,Nott'm Forest,0.1,0,0,0.0,,14451,0,,1,0,192,0,5.2,0.0,0.0,0.0,455,-1.0,0,0.3,True,-1,0.0,523,203,0.0,0,False,0.0,453,0,424,,0,0,165,0.31,0.0,0,235,568,0.0,14353,0.6,228,0.0,2,0.0,616,476,314,0.0,224,537,457,0.0,0,80.0,0.5,0,2024-07-01,751,a,28,9,0,1.0,,,0.0,214,1.0,,,0,Da Silva Moreira,0
429,Danilo dos Santos de Oliveira,4.7,MID,Nott'm Forest,0.0,0,0,0.0,,695,0,100.0,3,0,206,0,0.0,0.0,0.0,6.43,636,-1.0,0,0.1,True,-3,0.0,341,270,0.0,0,False,0.0,463,0,442,0.0,1,0,273,0.28,0.0,0,294,660,0.0,5500,0.0,232,0.0,1,0.0,24,679,220,0.0,298,635,679,0.0,0,30.0,0.2,0,2023-01-16,47,a,14,1,0,1.0,,2024-08-17T20:00:06.172553Z,0.0,298,1.8,,,0,Danilo,0
430,Emmanuel Dennis,4.9,FWD,Nott'm Forest,0.3,0,0,0.0,,46889,0,,1,0,68,0,0.0,0.0,0.0,0.0,322,-1.0,0,0.0,True,-1,0.0,261,60,0.0,0,False,0.0,683,0,689,,0,0,52,0.0,0.0,0,67,675,0.0,53968,0.0,66,0.0,0,0.0,1206,687,54,0.0,67,657,687,0.0,0,157.0,0.0,0,2022-08-13,959,a,0,0,0,0.0,,,0.0,67,0.0,,,0,Dennis,0
431,Nicolás Domínguez,4.8,MID,Nott'm Forest,0.0,0,6,0.0,,4531,0,100.0,2,0,170,0,167.4,128.0,1.53,1.04,553,0.0,0,88.4,True,-2,0.2,312,131,0.32,0,False,0.11,225,0,362,100.0,11,3,219,13.53,0.03,0,97,152,1.0,5689,38.3,143,0.28,22,0.14,205,225,204,1.21,113,268,233,1.0,0,10.0,4.6,0,2023-09-01,199,a,950,120,0,1.3,,2024-12-21T21:30:08.505388Z,1.04,100,1.28,,,11,Dominguez,0
432,Anthony Elanga,5.2,MID,Nott'm Forest,3.8,3,1,0.0,4.0,490059,0,100.0,3,0,40,0,268.2,246.0,3.85,1.13,92,6.6,1,317.3,True,-3,1.5,164,4,1.89,0,False,0.16,58,0,90,100.0,14,7,30,14.59,0.15,4,42,69,7.6,299847,83.5,44,0.57,68,0.31,29720,75,99,1.96,46,6,140,7.6,0,206.0,13.1,0,2023-07-25,49791,a,1112,232,6,3.4,,2024-11-23T22:30:08.527966Z,0.97,54,1.18,,2.0,12,Elanga,4
433,Morgan Gibbs-White,6.4,MID,Nott'm Forest,4.1,4,4,0.0,2.0,604272,0,100.0,1,0,15,0,351.0,357.0,5.67,1.15,89,5.8,1,391.5,True,-1,1.1,49,6,3.39,0,False,0.16,39,1,36,100.0,16,8,29,14.3,0.24,10,26,43,6.8,648015,110.0,30,0.58,71,0.4,31491,35,28,2.28,25,9,79,6.8,0,241.0,11.1,0,2022-08-19,55324,a,1251,267,8,4.4,2.0,2024-11-23T22:30:08.545151Z,0.86,25,1.03,,,12,Gibbs-White,3
434,Callum Hudson-Odoi,5.2,MID,Nott'm Forest,1.3,2,1,0.0,,346837,0,100.0,3,1,39,0,254.4,236.0,3.54,1.02,185,1.8,1,463.7,True,-3,0.5,161,50,1.78,-1,False,0.11,24,0,89,75.0,16,8,56,13.65,0.11,3,46,74,2.8,560238,95.0,20,0.51,62,0.22,8397,56,96,1.76,36,113,156,2.1,0,241.0,11.9,0,2023-09-01,2495,a,1406,274,6,3.4,,2024-12-30T09:30:07.071633Z,0.77,61,0.87,,,12,Hudson-Odoi,3
435,Alex Mighten,4.5,MID,Nott'm Forest,0.0,0,0,0.0,,689,0,0.0,0,0,249,0,0.0,0.0,0.0,0.0,632,0.0,0,0.0,False,0,0.0,378,209,0.0,0,False,0.0,603,0,615,0.0,0,0,269,0.0,0.0,0,241,585,0.0,4060,0.0,247,0.0,0,0.0,20,608,232,0.0,245,554,609,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-29T11:09:56.647313Z,0.0,246,0.0,Season long loan to Port Vale,,0,Mighten,0
436,Murillo Santiago Costa dos Santos,4.6,DEF,Nott'm Forest,2.9,1,4,0.0,3.0,543565,0,100.0,-1,0,9,0,488.4,129.0,1.7,1.01,111,3.8,1,133.8,True,1,1.0,356,10,0.66,0,False,0.06,173,0,47,75.0,19,8,42,20.64,0.04,10,21,150,4.8,306925,75.2,36,0.43,77,0.1,17501,90,55,1.04,15,37,19,3.6,0,30.0,16.7,0,2023-08-31,17910,a,1687,306,9,4.1,,2024-12-30T09:30:07.080942Z,1.01,4,1.1,,,19,Murillo,0
437,Neco Williams,4.3,DEF,Nott'm Forest,1.3,0,4,0.0,5.0,165688,0,,2,0,34,0,203.0,121.0,1.48,0.91,188,5.2,1,107.9,True,-2,1.4,553,5,0.46,0,False,0.09,201,0,124,,10,6,74,10.75,0.04,2,25,159,6.2,86516,43.4,49,0.54,51,0.13,7101,201,123,1.02,62,16,202,6.2,0,244.0,11.9,0,2022-07-11,27389,a,994,202,6,3.0,,,0.54,77,0.97,,,6,N.Williams,1
438,Omar Richards,4.5,DEF,Nott'm Forest,0.0,0,0,0.0,,33,0,0.0,0,0,238,0,0.0,0.0,0.0,0.0,620,0.0,0,0.0,False,0,0.0,370,227,0.0,0,False,0.0,599,0,611,0.0,0,0,214,0.0,0.0,0,233,581,0.0,4834,0.0,238,0.0,0,0.0,12,604,62,0.0,238,549,605,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-22T11:19:23.101534Z,0.0,238,0.0,Loaned to Rio Ave,,0,O.Richards,0
439,Lewis O'Brien,5.0,MID,Nott'm Forest,0.0,0,0,0.0,,0,0,0.0,0,0,309,0,0.0,0.0,0.0,0.0,713,0.0,0,0.0,False,0,0.0,207,296,0.0,0,False,0.0,691,0,696,0.0,0,0,319,0.0,0.0,0,306,687,0.0,123,0.0,308,0.0,0,0.0,0,695,130,0.0,309,673,695,0.0,0,241.0,0.0,0,2022-07-20,0,u,0,0,0,0.0,,2024-08-01T07:01:57.624673Z,0.0,309,0.0,On loan to Los Angeles Football Club for the rest of the season,,0,O'Brien,0
440,Andrew Omobamidele,4.2,DEF,Nott'm Forest,0.0,0,0,0.0,,1550,0,,3,0,226,0,0.0,0.0,0.0,0.0,523,-1.0,0,0.0,True,-3,0.0,588,206,0.0,0,False,0.0,558,0,578,,0,0,187,0.0,0.0,0,216,528,0.0,5544,0.0,225,0.0,0,0.0,100,571,152,0.0,226,499,572,0.0,0,104.0,0.0,0,2023-09-01,93,a,0,0,0,0.0,,,0.0,226,0.0,,,0,Omobamidele,0
441,Jonathan Panzo,4.0,DEF,Nott'm Forest,0.0,0,0,0.0,,0,0,0.0,0,0,183,0,0.0,0.0,0.0,0.0,710,0.0,0,0.0,False,0,0.0,620,160,0.0,0,False,0.0,494,0,524,0.0,0,0,242,0.0,0.0,0,167,459,0.0,129,0.0,180,0.0,0,0.0,1,517,170,0.0,183,438,518,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-07-18T09:44:17.568948Z,0.0,183,0.0,On a season long loan to Rio Ave,,0,Panzo,0
442,Ibrahim Sangaré,4.3,MID,Nott'm Forest,0.7,0,2,0.0,,185950,0,0.0,2,0,166,0,38.8,19.0,0.08,1.27,233,0.0,0,16.4,True,-2,0.0,552,189,0.06,0,False,0.01,369,0,358,0.0,3,1,72,1.98,0.03,0,177,332,0.0,331826,7.4,202,0.42,4,0.04,4335,388,321,0.02,189,510,383,0.0,0,54.0,0.9,0,2023-09-01,6802,i,212,26,0,1.3,,2024-09-12T15:00:06.800627Z,0.85,176,0.84,Hamstring injury - Unknown return date,,2,Sangaré,0
443,Matz Sels,4.9,GKP,Nott'm Forest,13.6,0,2,2.9,,1809471,0,100.0,-4,0,2,0,479.0,0.0,0.04,1.0,26,5.4,2,0.1,True,4,1.3,234,1,0.04,0,True,0.0,464,0,20,100.0,20,9,4,21.58,0.0,9,65,669,6.4,508340,48.2,14,0.45,94,0.0,34185,185,9,0.0,9,14,22,6.4,0,21.0,19.2,58,2024-02-01,124275,a,1800,319,9,4.7,,2024-10-12T11:00:07.468908Z,0.95,8,1.08,,,19,Sels,1
444,Harry Toffolo,4.2,DEF,Nott'm Forest,0.1,0,0,0.0,,2026,0,,3,0,144,0,18.2,6.0,0.03,0.0,514,-0.6,0,3.3,True,-3,0.1,576,107,0.01,0,False,0.04,423,0,413,,0,0,184,0.74,0.02,0,136,384,0.4,6782,2.8,148,0.0,3,0.06,133,437,141,0.02,150,334,420,0.4,0,241.0,0.7,0,2022-07-20,117,a,45,8,0,1.0,,,2.0,149,1.48,,,1,Toffolo,0
446,Hwang Ui-jo,4.5,FWD,Nott'm Forest,1.0,0,0,0.0,,317328,0,0.0,0,0,54,0,0.0,0.0,0.0,0.0,208,0.0,0,0.0,False,0,0.0,368,45,0.0,0,False,0.0,597,0,609,0.0,0,0,36,0.0,0.0,0,51,579,0.0,390632,0.0,51,0.0,0,0.0,2716,602,64,0.0,51,547,603,0.0,0,114.0,0.0,0,,0,u,0,0,0,0.0,,2024-09-10T11:39:20.038647Z,0.0,51,0.0,Transferred to Alanyaspor,,0,Ui-jo,0
447,Chris Wood,6.8,FWD,Nott'm Forest,32.0,12,1,0.0,,5366192,0,100.0,-8,0,4,0,464.8,505.0,7.44,1.09,5,4.2,2,125.8,True,8,0.8,31,7,0.32,0,True,0.41,180,0,8,100.0,19,10,2,17.92,0.02,25,10,19,5.2,2541746,109.8,23,0.57,114,0.43,101267,36,16,7.12,9,32,24,5.2,0,154.0,16.8,0,2023-07-01,156631,a,1572,428,8,5.7,1.0,2024-10-26T11:00:07.644070Z,0.92,4,1.03,,,16,Wood,1
448,Joe Worrall,4.5,DEF,Nott'm Forest,0.0,0,0,0.0,,71,0,0.0,0,0,239,0,0.0,0.0,0.0,0.0,604,0.0,0,0.0,False,0,0.0,371,228,0.0,0,False,0.0,600,0,612,0.0,0,0,206,0.0,0.0,0,234,582,0.0,5234,0.0,239,0.0,0,0.0,19,605,63,0.0,239,550,606,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-26T10:09:19.430328Z,0.0,239,0.0,Transferred to Burnley,,0,Worrall,0
449,Ryan Yates,4.9,MID,Nott'm Forest,0.2,1,5,0.0,,57398,0,100.0,1,0,89,0,194.4,183.0,2.11,0.88,394,0.2,0,169.5,True,-1,0.2,255,114,0.39,0,False,0.12,136,0,212,100.0,13,5,136,16.71,0.03,3,73,111,1.2,61546,54.8,94,0.34,43,0.15,673,151,166,1.72,90,242,208,1.2,0,241.0,8.8,0,2018-08-01,266,a,1324,195,1,2.3,,2024-12-27T00:30:09.776071Z,1.02,87,1.14,,,15,Yates,1
531,James Ward-Prowse,6.2,MID,Nott'm Forest,0.5,0,0,0.0,1.0,26969,0,100.0,3,0,159,0,65.0,11.0,0.85,1.09,256,0.2,0,71.5,True,-3,0.2,58,122,0.79,0,False,0.01,255,1,343,100.0,5,1,81,5.64,0.17,0,191,360,1.2,164826,14.8,159,0.22,15,0.18,1174,348,34,0.06,170,253,353,1.2,0,241.0,2.4,0,2024-08-30,719,a,412,64,4,1.5,,2024-10-25T22:30:06.650947Z,1.75,166,1.23,,1.0,8,Ward-Prowse,1
573,Nikola Milenković,4.8,DEF,Nott'm Forest,7.5,2,2,0.0,,955281,0,,-3,-1,6,0,354.4,199.0,3.3,1.0,49,5.6,0,48.5,True,3,1.4,307,4,0.44,1,True,0.15,293,0,33,,19,9,13,20.36,0.02,1,6,94,6.6,176875,59.9,86,0.47,83,0.17,29997,134,36,2.86,33,11,76,6.6,0,190.0,17.3,0,2024-07-18,71856,a,1710,285,6,4.4,,,0.95,28,1.07,,,18,Milenković,1
596,João Pedro Ferreira Silva,5.9,MID,Nott'm Forest,0.1,0,3,0.0,,14493,0,100.0,1,0,165,0,90.2,97.0,2.16,0.49,424,-0.2,0,141.5,True,-1,0.1,87,149,1.64,0,False,0.08,163,0,354,100.0,3,1,150,7.74,0.27,0,111,189,0.8,21309,33.0,112,0.16,26,0.35,543,244,56,0.52,122,300,321,0.8,0,173.0,4.4,0,2024-08-01,277,a,552,107,1,1.4,,2024-11-01T10:30:06.942890Z,1.47,150,1.26,,,9,Jota Silva,2
620,Ramón Sosa,5.5,MID,Nott'm Forest,0.0,1,0,0.0,,5281,0,,0,0,149,0,74.0,75.0,1.32,0.43,526,-0.2,0,87.4,True,0,0.1,118,148,0.3,0,False,0.44,228,0,331,,1,1,204,1.5,0.13,0,129,224,0.8,4891,23.5,145,0.43,19,0.57,314,299,71,1.02,151,299,339,0.8,0,168.0,3.5,0,2024-08-16,250,a,211,73,0,1.6,,,0.85,159,0.64,,,2,Sosa,0
653,Felipe Rodrigues da Silva,4.5,DEF,Nott'm Forest,0.1,0,0,0.0,,9791,0,,0,0,90,0,109.6,0.0,0.01,0.46,448,2.4,0,3.5,True,0,0.8,404,19,0.01,0,False,0.0,421,0,273,,2,2,162,4.2,0.0,2,237,604,3.4,4285,11.4,147,0.46,25,0.0,996,360,75,0.0,121,67,294,3.4,0,30.0,5.6,0,2024-08-30,1030,a,392,98,1,1.9,,,0.23,109,0.96,,,1,Morato,0
706,Zach Abbott,4.0,DEF,Nott'm Forest,0.0,0,0,0.0,,887,0,,0,0,209,0,0.0,0.0,0.0,0.0,655,-1.0,0,0.0,True,0,0.0,670,188,0.0,0,False,0.0,534,0,560,,0,0,223,0.0,0.0,0,197,502,0.0,174,0.0,207,0.0,0,0.0,119,553,207,0.0,209,477,554,0.0,0,241.0,0.0,0,2022-08-22,449,a,0,0,0,0.0,,,0.0,209,0.0,,,0,Abbott,0
14,Aaron Ramsdale,4.4,GKP,Southampton,1.4,0,1,4.23,,283462,0,100.0,1,0,16,0,398.2,0.0,0.02,1.0,180,2.7,2,0.0,True,-1,0.7,495,9,0.02,0,False,0.0,575,0,104,100.0,13,2,26,29.67,0.0,5,53,554,3.2,260010,39.9,61,0.15,42,0.0,5104,217,21,0.0,13,85,47,2.7,0,241.0,9.5,55,2024-08-30,3271,a,1170,156,1,3.2,,2024-11-12T14:30:07.315514Z,2.08,13,2.28,,,27,Ramsdale,0
27,Cameron Archer,5.0,FWD,Southampton,1.8,2,0,0.0,,506892,1,,0,0,32,0,92.6,264.0,4.76,0.85,153,0.3,1,42.9,True,0,0.2,211,34,0.38,0,False,0.42,300,0,264,,9,1,25,26.71,0.04,4,22,60,0.8,469597,39.9,33,0.09,38,0.46,12992,218,47,4.38,27,294,316,0.3,0,241.0,7.6,0,2024-08-16,5058,a,949,102,1,2.0,2.0,,1.99,30,2.53,,,21,Archer,0
188,Lesley Ugochukwu,4.5,MID,Southampton,0.2,0,2,0.0,,45885,0,100.0,0,0,187,0,59.4,20.0,0.41,0.79,332,0.5,0,64.7,True,0,0.2,426,128,0.13,0,False,0.06,263,0,389,100.0,4,0,105,13.37,0.03,0,175,328,1.0,57609,14.3,164,0.0,11,0.09,636,352,262,0.28,171,264,356,0.5,0,73.0,2.4,0,2024-08-16,311,a,456,38,2,1.1,,2024-11-30T01:00:07.716140Z,2.96,167,2.64,,,15,Ugochukwu,0
397,Ryan Fraser,4.8,MID,Southampton,0.0,0,0,0.0,,2231,0,100.0,2,0,225,0,35.8,13.0,0.12,1.2,582,-0.5,0,26.5,True,-2,0.0,288,271,0.1,0,False,0.01,336,1,470,100.0,4,0,238,10.12,0.03,0,186,351,0.0,4339,6.7,189,0.0,6,0.04,58,393,189,0.02,192,636,390,-0.5,0,243.0,1.2,0,2024-08-30,57,a,301,28,0,0.9,,2024-11-01T16:30:08.020367Z,3.59,180,3.03,,,12,Fraser,0
450,Carlos Alcaraz Durán,4.9,MID,Southampton,0.0,0,0,0.0,,1072,0,0.0,1,0,213,0,8.4,19.0,0.1,0.0,606,0.0,0,15.9,False,-1,0.0,279,289,0.03,0,False,0.7,371,0,451,0.0,0,0,256,0.0,0.3,0,179,334,0.0,10015,4.3,204,0.0,1,1.0,16,425,183,0.07,202,665,453,0.0,0,,0.2,0,,0,u,9,4,0,1.0,,2024-08-30T09:48:28.633540Z,0.0,213,0.0,Permanent transfer to Flamengo,,0,Alcaraz,0
451,Samuel Amo-Ameyaw,4.4,MID,Southampton,0.1,0,1,0.0,,23037,0,,1,0,232,0,4.0,6.0,0.15,0.0,427,-0.5,0,16.1,True,-1,0.0,515,197,0.13,0,False,0.07,370,0,494,,0,0,152,1.11,0.45,0,204,387,0.0,24134,2.6,203,0.0,1,0.52,638,440,307,0.02,210,531,465,-0.5,0,241.0,0.2,0,2023-05-27,500,a,26,1,0,0.5,,,0.0,216,3.84,,,0,Amo-Ameyaw,0
452,Joe Aribo,4.9,MID,Southampton,0.1,2,0,0.0,,13569,0,,1,0,96,0,220.6,188.0,3.25,0.88,494,0.9,0,193.7,True,-1,0.3,247,103,1.05,0,False,0.18,120,0,222,,11,0,186,34.25,0.08,3,67,103,1.4,14938,60.4,84,0.0,41,0.26,307,132,158,2.2,79,222,183,0.9,0,157.0,8.4,0,2022-07-09,135,a,1121,217,2,2.2,,,2.41,71,2.75,,,30,Aribo,0
453,Adam Armstrong,5.1,FWD,Southampton,1.1,2,4,0.0,,242860,1,,4,0,24,0,150.8,242.0,3.73,1.05,199,1.9,0,139.6,True,-4,0.5,175,21,0.53,0,False,0.26,167,0,189,,13,2,34,28.38,0.04,2,25,72,2.4,297376,53.2,19,0.16,42,0.3,10926,157,43,3.2,22,135,247,1.9,0,241.0,8.2,0,2021-08-10,8798,a,1113,137,1,2.5,1.0,,2.1,25,2.29,,,26,Armstrong,3
454,Gavin Bazunu,4.3,GKP,Southampton,0.1,0,0,0.0,,2446,0,75.0,2,0,71,0,0.0,0.0,0.0,0.0,456,-0.4,0,0.0,True,-2,0.0,564,68,0.0,0,False,0.0,569,0,586,0.0,0,0,63,0.0,0.0,0,51,544,0.0,24569,0.0,60,0.0,0,0.0,145,579,33,0.0,71,514,580,0.0,0,104.0,0.0,0,2022-06-17,46,d,0,0,0,0.0,,2024-08-23T09:30:06.171400Z,0.0,71,0.0,Lack of match fitness - 75% chance of playing,,0,Bazunu,0
455,Jan Bednarek,4.0,DEF,Southampton,2.5,0,4,0.0,,486476,0,100.0,0,0,100,0,402.4,16.0,0.79,1.01,123,1.5,0,51.2,True,0,0.5,612,49,0.78,0,False,0.0,290,0,300,100.0,16,2,46,34.81,0.05,2,117,342,2.0,373279,46.8,83,0.13,27,0.05,10063,189,164,0.01,56,159,44,1.5,0,172.0,6.8,0,2023-01-23,4101,a,1430,144,0,1.7,,2024-12-06T15:30:08.306281Z,2.14,15,2.19,,,34,Bednarek,0
456,Armel Bella-Kotchap,3.9,DEF,Southampton,0.5,0,0,0.0,,53756,0,,1,0,175,0,0.0,0.0,0.0,0.0,264,-0.5,0,0.0,True,-1,0.0,708,146,0.0,0,False,0.0,473,0,507,,0,0,99,0.0,0.0,0,154,434,0.0,45325,0.0,171,0.0,0,0.0,1387,499,237,0.0,174,414,500,-0.5,0,80.0,0.0,0,2022-06-21,972,a,0,0,0,0.0,,,0.0,174,0.0,,,0,Bella-Kotchap,0
457,James Bree,3.9,DEF,Southampton,0.3,0,0,0.0,,40588,0,100.0,1,0,155,0,66.2,29.0,0.39,1.17,295,0.3,0,86.5,True,-1,0.2,698,87,0.35,0,False,0.01,231,0,467,100.0,4,0,110,10.44,0.1,0,96,298,0.8,27396,18.0,59,0.0,6,0.11,1244,331,231,0.04,110,281,351,0.3,0,241.0,1.5,0,2023-01-26,2087,a,309,35,1,0.9,,2024-12-19T04:30:08.224477Z,2.33,123,3.04,,,8,Bree,0
458,Shea Charles,4.5,MID,Southampton,0.0,0,0,0.0,,1091,0,0.0,0,0,259,0,0.0,0.0,0.0,0.0,578,0.0,0,0.0,False,0,0.0,395,219,0.0,0,False,0.0,615,0,627,0.0,0,0,235,0.0,0.0,0,251,597,0.0,7520,0.0,257,0.0,0,0.0,35,620,243,0.0,255,566,621,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-29T11:10:39.600629Z,0.0,256,0.0,Has joined Sheffield Wednesday on a season-long loan,,0,Charles,0
459,Samuel Edozie,4.9,MID,Southampton,0.0,0,1,0.0,,463,0,0.0,1,0,234,0,9.8,22.0,0.15,0.0,654,0.0,0,19.0,False,-1,0.0,276,287,0.15,0,False,0.0,360,0,497,0.0,0,0,285,0.31,0.21,0,171,317,0.0,2623,5.1,198,0.0,1,0.21,12,421,181,0.0,200,662,446,0.0,0,,0.2,0,,0,u,64,6,0,0.5,,2024-09-10T11:28:17.403794Z,0.0,208,0.44,Loaned to Anderlecht,,0,Edozie,0
460,Ronnie Edwards,3.9,DEF,Southampton,0.3,0,0,0.0,,41084,0,0.0,1,0,129,0,5.0,0.0,0.0,0.0,299,0.0,0,0.1,False,-1,0.0,710,147,0.0,0,False,0.0,461,0,394,,0,0,112,0.32,0.0,0,155,436,0.0,31933,0.5,169,0.0,1,0.0,2081,477,238,0.0,165,416,458,-0.5,0,241.0,0.3,0,2024-07-03,261,u,12,-1,0,1.0,,2025-01-06T22:34:19.628107Z,7.5,161,2.4,Season-long loan to QPR,,1,Edwards,0
461,Taylor Harwood-Bellis,4.1,DEF,Southampton,7.8,1,7,0.0,,784539,0,100.0,-1,0,93,0,415.8,127.0,1.6,1.03,47,1.3,0,122.2,True,1,0.4,596,59,0.39,0,False,0.07,181,0,289,100.0,18,2,11,38.27,0.02,2,22,153,1.8,944867,66.7,40,0.11,35,0.09,30150,115,155,1.21,25,187,42,1.3,0,241.0,8.5,0,2024-07-01,5887,a,1579,148,-1,1.8,,2024-11-30T01:00:08.130168Z,1.99,13,2.18,,,35,Harwood-Bellis,0
462,Kamaldeen Sulemana,5.0,MID,Southampton,0.0,0,0,0.0,,879,0,100.0,0,0,214,0,20.6,18.0,0.18,1.15,663,0.3,0,26.7,True,0,0.2,222,145,0.15,0,False,0.02,334,0,455,100.0,2,0,287,6.11,0.09,0,180,336,0.8,1284,6.4,188,0.0,9,0.11,40,398,140,0.03,195,295,415,0.3,0,81.0,1.8,0,2023-01-31,27,a,156,28,1,1.0,,2024-08-05T15:00:04.500770Z,4.04,194,3.52,,,7,Kamaldeen,0
463,Adam Lallana,5.0,MID,Southampton,0.0,0,4,0.0,,3314,0,100.0,0,0,175,0,77.6,21.0,0.63,1.4,576,0.1,0,81.9,True,0,0.1,186,160,0.48,0,False,0.04,239,0,367,100.0,5,0,234,6.76,0.13,1,174,326,0.6,5765,18.0,149,0.0,14,0.17,85,332,116,0.15,163,317,334,0.1,0,241.0,2.8,0,2024-06-14,41,a,322,67,1,1.3,,2024-11-25T09:30:07.787290Z,1.96,157,1.89,,,7,Lallana,2
464,Juan Larios López,4.0,DEF,Southampton,0.1,0,0,0.0,,3104,0,0.0,0,0,201,0,0.0,0.0,0.0,0.0,496,0.0,0,0.0,True,0,0.0,657,179,0.0,0,False,0.0,524,0,551,0.0,0,0,178,0.0,0.0,0,187,491,0.0,7982,0.0,198,0.0,0,0.0,147,544,195,0.0,201,467,545,0.0,0,200.0,0.0,0,2022-09-01,54,i,0,0,0,0.0,,2024-11-29T12:00:07.896449Z,0.0,201,0.0,Unknown - Unknown return date,,0,Larios,0
465,Mateusz Lis,4.0,GKP,Southampton,0.1,0,0,0.0,,888,0,0.0,0,0,55,0,0.0,0.0,0.0,0.0,466,0.0,0,0.0,False,0,0.0,619,48,0.0,0,False,0.0,493,0,523,0.0,0,0,65,0.0,0.0,0,20,458,0.0,18131,0.0,33,0.0,0,0.0,132,516,50,0.0,55,437,517,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-23T12:38:57.742902Z,0.0,55,0.0,Transferred to Göztepe,,0,Lis,0
